idx,word,examples,phrases,distractors,batch,category,meanings,note,etymology,script,rare_kanji,complexity,retired
166,アジア,"[{""word"": ""アジアに行きたい"", ""reading"": ""あじあにいきたい"", ""meaning"": ""I want to go to Asia"", ""tags"": []}]","[{""word"": ""アジアに行きたい"", ""reading"": ""あじあにいきたい"", ""meaning"": ""I want to go to Asia"", ""tags"": []}, {""word"": ""アジアの食べ物"", ""reading"": ""あじあのたべもの"", ""meaning"": ""Asia food""}, {""word"": ""アジアの言葉"", ""reading"": ""あじあのことば"", ""meaning"": ""the language of Asia""}]","[{""word"": ""アージア"", ""reading"": ""あーじあ"", ""meaning"": ""(non-word)""}, {""word"": ""アシア"", ""reading"": ""あしあ"", ""meaning"": ""(non-word)""}, {""word"": ""アジッア"", ""reading"": ""あじっあ"", ""meaning"": ""(non-word)""}]",2,Countries,Asia (亜),,from English Asia,katakana,亜細亜,3,false
167,ヨーロッパ,"[{""word"": ""ヨーロッパに行きたい"", ""reading"": ""よーろっぱにいきたい"", ""meaning"": ""I want to go to Europe"", ""tags"": []}]","[{""word"": ""ヨーロッパに行きたい"", ""reading"": ""よーろっぱにいきたい"", ""meaning"": ""I want to go to Europe"", ""tags"": []}, {""word"": ""ヨーロッパの食べ物"", ""reading"": ""よーろっぱのたべもの"", ""meaning"": ""Europe food""}, {""word"": ""ヨーロッパの言葉"", ""reading"": ""よーろっぱのことば"", ""meaning"": ""the language of Europe""}]","[{""word"": ""ヨロッパ"", ""reading"": ""よろっぱ"", ""meaning"": ""(non-word)""}, {""word"": ""ヨーロッバ"", ""reading"": ""よーろっば"", ""meaning"": ""(non-word)""}, {""word"": ""ヨーロパ"", ""reading"": ""よーろぱ"", ""meaning"": ""(non-word)""}]",2,Countries,Europe (欧),,from English Europe,katakana,欧羅巴,5,false
168,パリ,"[{""word"": ""パリに行きたい"", ""reading"": ""ぱりにいきたい"", ""meaning"": ""I want to go to Paris"", ""tags"": []}]","[{""word"": ""パリに行きたい"", ""reading"": ""ぱりにいきたい"", ""meaning"": ""I want to go to Paris"", ""tags"": []}, {""word"": ""パリの食べ物"", ""reading"": ""ぱりのたべもの"", ""meaning"": ""Paris food""}, {""word"": ""パリの言葉"", ""reading"": ""ぱりのことば"", ""meaning"": ""the language of Paris""}]","[{""word"": ""パーリ"", ""reading"": ""ぱーり"", ""meaning"": ""(non-word)""}, {""word"": ""バリ"", ""reading"": ""ばり"", ""meaning"": ""(non-word)""}]",2,Countries,Paris,,from English Paris,katakana,巴里,2,false
169,ロンドン,"[{""word"": ""ロンドンに行きたい"", ""reading"": ""ろんどんにいきたい"", ""meaning"": ""I want to go to London"", ""tags"": []}]","[{""word"": ""ロンドンに行きたい"", ""reading"": ""ろんどんにいきたい"", ""meaning"": ""I want to go to London"", ""tags"": []}, {""word"": ""ロンドンの食べ物"", ""reading"": ""ろんどんのたべもの"", ""meaning"": ""London food""}, {""word"": ""ロンドンの言葉"", ""reading"": ""ろんどんのことば"", ""meaning"": ""the language of London""}]","[{""word"": ""ローンドン"", ""reading"": ""ろーんどん"", ""meaning"": ""(non-word)""}, {""word"": ""ロントン"", ""reading"": ""ろんとん"", ""meaning"": ""(non-word)""}, {""word"": ""ロソドン"", ""reading"": ""ろそどん"", ""meaning"": ""(non-word)""}]",2,Countries,London,,from English London,katakana,倫敦,4,false
170,ニューヨーク,"[{""word"": ""ニューヨークに行きたい"", ""reading"": ""にゅーよーくにいきたい"", ""meaning"": ""I want to go to New York"", ""tags"": []}]","[{""word"": ""ニューヨークに行きたい"", ""reading"": ""にゅーよーくにいきたい"", ""meaning"": ""I want to go to New York"", ""tags"": []}, {""word"": ""ニューヨークの食べ物"", ""reading"": ""にゅーよーくのたべもの"", ""meaning"": ""New York food""}, {""word"": ""ニューヨークの言葉"", ""reading"": ""にゅーよーくのことば"", ""meaning"": ""the language of New York""}]","[{""word"": ""ニュヨーク"", ""reading"": ""にゅよーく"", ""meaning"": ""(non-word)""}, {""word"": ""ニューヨーグ"", ""reading"": ""にゅーよーぐ"", ""meaning"": ""(non-word)""}, {""word"": ""ニューヨーワ"", ""reading"": ""にゅーよーわ"", ""meaning"": ""(non-word)""}]",2,Countries,New York,,from English New York,katakana,紐育,6,false
171,ソファ,"[{""word"": ""ソファを使う"", ""reading"": ""そふぁをつかう"", ""meaning"": ""to use a sofa"", ""tags"": []}]","[{""word"": ""ソファを使う"", ""reading"": ""そふぁをつかう"", ""meaning"": ""to use a sofa"", ""tags"": []}, {""word"": ""新しいソファ"", ""reading"": ""あたらしいそふぁ"", ""meaning"": ""a new sofa""}, {""word"": ""ソファを買う"", ""reading"": ""そふぁをかう"", ""meaning"": ""buy a sofa""}]","[{""word"": ""ソーファ"", ""reading"": ""そーふぁ"", ""meaning"": ""(non-word)""}, {""word"": ""ゾファ"", ""reading"": ""ぞふぁ"", ""meaning"": ""(non-word)""}, {""word"": ""ソブァ"", ""reading"": ""そぶぁ"", ""meaning"": ""(non-word)""}]",3,Household,sofa,,from English sofa,katakana,,3,false
172,ソファベッド,"[{""word"": ""ソファベッドを使う"", ""reading"": ""そふぁべっどをつかう"", ""meaning"": ""to use a sofa bed"", ""tags"": []}]","[{""word"": ""ソファベッドを使う"", ""reading"": ""そふぁべっどをつかう"", ""meaning"": ""to use a sofa bed"", ""tags"": []}, {""word"": ""新しいソファベッド"", ""reading"": ""あたらしいそふぁべっど"", ""meaning"": ""a new sofa bed""}, {""word"": ""ソファベッドを買う"", ""reading"": ""そふぁべっどをかう"", ""meaning"": ""buy a sofa bed""}]","[{""word"": ""ソーファベッド"", ""reading"": ""そーふぁべっど"", ""meaning"": ""(non-word)""}, {""word"": ""ゾファベッド"", ""reading"": ""ぞふぁべっど"", ""meaning"": ""(non-word)""}, {""word"": ""ソブァベッド"", ""reading"": ""そぶぁべっど"", ""meaning"": ""(non-word)""}]",3,Household,sofa bed,,from English sofa bed,katakana,,6,false
173,ベッド,"[{""word"": ""ベッドを使う"", ""reading"": ""べっどをつかう"", ""meaning"": ""to use a bed"", ""tags"": []}]","[{""word"": ""ベッドを使う"", ""reading"": ""べっどをつかう"", ""meaning"": ""to use a bed"", ""tags"": []}, {""word"": ""新しいベッド"", ""reading"": ""あたらしいべっど"", ""meaning"": ""a new bed""}, {""word"": ""ベッドを買う"", ""reading"": ""べっどをかう"", ""meaning"": ""buy a bed""}]","[{""word"": ""ベーッド"", ""reading"": ""べーっど"", ""meaning"": ""(non-word)""}, {""word"": ""ペッド"", ""reading"": ""ぺっど"", ""meaning"": ""(non-word)""}, {""word"": ""ベット"", ""reading"": ""べっと"", ""meaning"": ""(non-word)""}]",3,Household,bed,,from English bed,katakana,,3,false
174,テーブル,"[{""word"": ""テーブルを使う"", ""reading"": ""てーぶるをつかう"", ""meaning"": ""to use a table"", ""tags"": []}]","[{""word"": ""テーブルを使う"", ""reading"": ""てーぶるをつかう"", ""meaning"": ""to use a table"", ""tags"": []}, {""word"": ""新しいテーブル"", ""reading"": ""あたらしいてーぶる"", ""meaning"": ""a new table""}, {""word"": ""テーブルを買う"", ""reading"": ""てーぶるをかう"", ""meaning"": ""buy a table""}]","[{""word"": ""テブル"", ""reading"": ""てぶる"", ""meaning"": ""(non-word)""}, {""word"": ""デーブル"", ""reading"": ""でーぶる"", ""meaning"": ""(non-word)""}, {""word"": ""テープル"", ""reading"": ""てーぷる"", ""meaning"": ""(non-word)""}]",3,Household,table,,from English table,katakana,,4,false
175,カーテン,"[{""word"": ""カーテンを使う"", ""reading"": ""かーてんをつかう"", ""meaning"": ""to use a curtain"", ""tags"": []}]","[{""word"": ""カーテンを使う"", ""reading"": ""かーてんをつかう"", ""meaning"": ""to use a curtain"", ""tags"": []}, {""word"": ""新しいカーテン"", ""reading"": ""あたらしいかーてん"", ""meaning"": ""a new curtain""}, {""word"": ""カーテンを買う"", ""reading"": ""かーてんをかう"", ""meaning"": ""buy a curtain""}]","[{""word"": ""カテン"", ""reading"": ""かてん"", ""meaning"": ""(non-word)""}, {""word"": ""ガーテン"", ""reading"": ""がーてん"", ""meaning"": ""(non-word)""}, {""word"": ""カーデン"", ""reading"": ""かーでん"", ""meaning"": ""(non-word)""}]",3,Household,curtain,,from English curtain,katakana,,4,false
176,カーペット,"[{""word"": ""カーペットを使う"", ""reading"": ""かーぺっとをつかう"", ""meaning"": ""to use a carpet"", ""tags"": []}]","[{""word"": ""カーペットを使う"", ""reading"": ""かーぺっとをつかう"", ""meaning"": ""to use a carpet"", ""tags"": []}, {""word"": ""新しいカーペット"", ""reading"": ""あたらしいかーぺっと"", ""meaning"": ""a new carpet""}, {""word"": ""カーペットを買う"", ""reading"": ""かーぺっとをかう"", ""meaning"": ""buy a carpet""}]","[{""word"": ""カペット"", ""reading"": ""かぺっと"", ""meaning"": ""(non-word)""}, {""word"": ""ガーペット"", ""reading"": ""がーぺっと"", ""meaning"": ""(non-word)""}, {""word"": ""カーベット"", ""reading"": ""かーべっと"", ""meaning"": ""(non-word)""}]",3,Household,carpet,,from English carpet,katakana,,5,false
177,クッション,"[{""word"": ""クッションを使う"", ""reading"": ""くっしょんをつかう"", ""meaning"": ""to use a cushion"", ""tags"": []}]","[{""word"": ""クッションを使う"", ""reading"": ""くっしょんをつかう"", ""meaning"": ""to use a cushion"", ""tags"": []}, {""word"": ""新しいクッション"", ""reading"": ""あたらしいくっしょん"", ""meaning"": ""a new cushion""}, {""word"": ""クッションを買う"", ""reading"": ""くっしょんをかう"", ""meaning"": ""buy a cushion""}]","[{""word"": ""クーッション"", ""reading"": ""くーっしょん"", ""meaning"": ""(non-word)""}, {""word"": ""グッション"", ""reading"": ""ぐっしょん"", ""meaning"": ""(non-word)""}, {""word"": ""クッジョン"", ""reading"": ""くっじょん"", ""meaning"": ""(non-word)""}]",3,Household,cushion,,from English cushion,katakana,,5,false
178,マットレス,"[{""word"": ""マットレスを使う"", ""reading"": ""まっとれすをつかう"", ""meaning"": ""to use a mattress"", ""tags"": []}]","[{""word"": ""マットレスを使う"", ""reading"": ""まっとれすをつかう"", ""meaning"": ""to use a mattress"", ""tags"": []}, {""word"": ""新しいマットレス"", ""reading"": ""あたらしいまっとれす"", ""meaning"": ""a new mattress""}, {""word"": ""マットレスを買う"", ""reading"": ""まっとれすをかう"", ""meaning"": ""buy a mattress""}]","[{""word"": ""マーットレス"", ""reading"": ""まーっとれす"", ""meaning"": ""(non-word)""}, {""word"": ""マッドレス"", ""reading"": ""まっどれす"", ""meaning"": ""(non-word)""}, {""word"": ""マットレズ"", ""reading"": ""まっとれず"", ""meaning"": ""(non-word)""}]",3,Household,mattress,,from English mattress,katakana,,5,false
179,マグカップ,"[{""word"": ""マグカップを使う"", ""reading"": ""まぐかっぷをつかう"", ""meaning"": ""to use a mug"", ""tags"": []}]","[{""word"": ""マグカップを使う"", ""reading"": ""まぐかっぷをつかう"", ""meaning"": ""to use a mug"", ""tags"": []}, {""word"": ""新しいマグカップ"", ""reading"": ""あたらしいまぐかっぷ"", ""meaning"": ""a new mug""}, {""word"": ""マグカップで作る"", ""reading"": ""まぐかっぷでつくる"", ""meaning"": ""make it with a mug""}]","[{""word"": ""マーグカップ"", ""reading"": ""まーぐかっぷ"", ""meaning"": ""(non-word)""}, {""word"": ""マクカップ"", ""reading"": ""まくかっぷ"", ""meaning"": ""(non-word)""}, {""word"": ""マグガップ"", ""reading"": ""まぐがっぷ"", ""meaning"": ""(non-word)""}]",3,Kitchen,mug,,from English mug,katakana,,5,false
180,コップ,"[{""word"": ""コップを使う"", ""reading"": ""こっぷをつかう"", ""meaning"": ""to use a cup / drinking glass"", ""tags"": []}]","[{""word"": ""コップを使う"", ""reading"": ""こっぷをつかう"", ""meaning"": ""to use a cup / drinking glass"", ""tags"": []}, {""word"": ""新しいコップ"", ""reading"": ""あたらしいこっぷ"", ""meaning"": ""a new cup / drinking glass""}, {""word"": ""コップで作る"", ""reading"": ""こっぷでつくる"", ""meaning"": ""make it with a cup / drinking glass""}]","[{""word"": ""コーップ"", ""reading"": ""こーっぷ"", ""meaning"": ""(non-word)""}, {""word"": ""ゴップ"", ""reading"": ""ごっぷ"", ""meaning"": ""(non-word)""}, {""word"": ""コッブ"", ""reading"": ""こっぶ"", ""meaning"": ""(non-word)""}]",3,Kitchen,cup / drinking glass,,from Dutch kop,katakana,,3,false
181,グラス,"[{""word"": ""グラスを使う"", ""reading"": ""ぐらすをつかう"", ""meaning"": ""to use a (glass) tumbler / wine glass"", ""tags"": []}]","[{""word"": ""グラスを使う"", ""reading"": ""ぐらすをつかう"", ""meaning"": ""to use a (glass) tumbler / wine glass"", ""tags"": []}, {""word"": ""新しいグラス"", ""reading"": ""あたらしいぐらす"", ""meaning"": ""a new グラス""}, {""word"": ""グラスで作る"", ""reading"": ""ぐらすでつくる"", ""meaning"": ""make it with a グラス""}]","[{""word"": ""グーラス"", ""reading"": ""ぐーらす"", ""meaning"": ""(non-word)""}, {""word"": ""クラス"", ""reading"": ""くらす"", ""meaning"": ""(non-word)""}, {""word"": ""グラズ"", ""reading"": ""ぐらず"", ""meaning"": ""(non-word)""}]",3,Kitchen,(glass) tumbler / wine glass,,from English,katakana,,3,false
182,フォーク,"[{""word"": ""フォークを使う"", ""reading"": ""ふぉーくをつかう"", ""meaning"": ""to use a fork"", ""tags"": []}]","[{""word"": ""フォークを使う"", ""reading"": ""ふぉーくをつかう"", ""meaning"": ""to use a fork"", ""tags"": []}, {""word"": ""新しいフォーク"", ""reading"": ""あたらしいふぉーく"", ""meaning"": ""a new fork""}, {""word"": ""フォークで作る"", ""reading"": ""ふぉーくでつくる"", ""meaning"": ""make it with a fork""}]","[{""word"": ""フォク"", ""reading"": ""ふぉく"", ""meaning"": ""(non-word)""}, {""word"": ""ブォーク"", ""reading"": ""ぶぉーく"", ""meaning"": ""(non-word)""}, {""word"": ""フォーグ"", ""reading"": ""ふぉーぐ"", ""meaning"": ""(non-word)""}]",3,Kitchen,fork,,from English fork,katakana,,4,false
183,スプーン,"[{""word"": ""スプーンを使う"", ""reading"": ""すぷーんをつかう"", ""meaning"": ""to use a spoon"", ""tags"": []}]","[{""word"": ""スプーンを使う"", ""reading"": ""すぷーんをつかう"", ""meaning"": ""to use a spoon"", ""tags"": []}, {""word"": ""新しいスプーン"", ""reading"": ""あたらしいすぷーん"", ""meaning"": ""a new spoon""}, {""word"": ""スプーンで作る"", ""reading"": ""すぷーんでつくる"", ""meaning"": ""make it with a spoon""}]","[{""word"": ""スプン"", ""reading"": ""すぷん"", ""meaning"": ""(non-word)""}, {""word"": ""ズプーン"", ""reading"": ""ずぷーん"", ""meaning"": ""(non-word)""}, {""word"": ""スブーン"", ""reading"": ""すぶーん"", ""meaning"": ""(non-word)""}]",3,Kitchen,spoon,,from English spoon,katakana,,4,false
184,ナイフ,"[{""word"": ""ナイフを使う"", ""reading"": ""ないふをつかう"", ""meaning"": ""to use a knife"", ""tags"": []}]","[{""word"": ""ナイフを使う"", ""reading"": ""ないふをつかう"", ""meaning"": ""to use a knife"", ""tags"": []}, {""word"": ""新しいナイフ"", ""reading"": ""あたらしいないふ"", ""meaning"": ""a new knife""}, {""word"": ""ナイフで作る"", ""reading"": ""ないふでつくる"", ""meaning"": ""make it with a knife""}]","[{""word"": ""ナーイフ"", ""reading"": ""なーいふ"", ""meaning"": ""(non-word)""}, {""word"": ""ナイブ"", ""reading"": ""ないぶ"", ""meaning"": ""(non-word)""}, {""word"": ""ナイッフ"", ""reading"": ""ないっふ"", ""meaning"": ""(non-word)""}]",3,Kitchen,knife,,from English knife,katakana,,3,false
185,フライパン,"[{""word"": ""フライパンを使う"", ""reading"": ""ふらいぱんをつかう"", ""meaning"": ""to use a frying pan"", ""tags"": []}]","[{""word"": ""フライパンを使う"", ""reading"": ""ふらいぱんをつかう"", ""meaning"": ""to use a frying pan"", ""tags"": []}, {""word"": ""新しいフライパン"", ""reading"": ""あたらしいふらいぱん"", ""meaning"": ""a new frying pan""}, {""word"": ""フライパンで作る"", ""reading"": ""ふらいぱんでつくる"", ""meaning"": ""make it with a frying pan""}]","[{""word"": ""フーライパン"", ""reading"": ""ふーらいぱん"", ""meaning"": ""(non-word)""}, {""word"": ""ブライパン"", ""reading"": ""ぶらいぱん"", ""meaning"": ""(non-word)""}, {""word"": ""フライバン"", ""reading"": ""ふらいばん"", ""meaning"": ""(non-word)""}]",3,Kitchen,frying pan,,from English frying pan,katakana,,5,false
186,ボウル,"[{""word"": ""ボウルを使う"", ""reading"": ""ぼうるをつかう"", ""meaning"": ""to use a mixing bowl"", ""tags"": []}]","[{""word"": ""ボウルを使う"", ""reading"": ""ぼうるをつかう"", ""meaning"": ""to use a mixing bowl"", ""tags"": []}, {""word"": ""新しいボウル"", ""reading"": ""あたらしいぼうる"", ""meaning"": ""a new mixing bowl""}, {""word"": ""ボウルで作る"", ""reading"": ""ぼうるでつくる"", ""meaning"": ""make it with a mixing bowl""}]","[{""word"": ""ボーウル"", ""reading"": ""ぼーうる"", ""meaning"": ""(non-word)""}, {""word"": ""ポウル"", ""reading"": ""ぽうる"", ""meaning"": ""(non-word)""}, {""word"": ""ボウッル"", ""reading"": ""ぼうっる"", ""meaning"": ""(non-word)""}]",3,Kitchen,mixing bowl,,from English mixing bowl,katakana,,3,false
187,ケトル,"[{""word"": ""ケトルを使う"", ""reading"": ""けとるをつかう"", ""meaning"": ""to use a kettle"", ""tags"": []}]","[{""word"": ""ケトルを使う"", ""reading"": ""けとるをつかう"", ""meaning"": ""to use a kettle"", ""tags"": []}, {""word"": ""新しいケトル"", ""reading"": ""あたらしいけとる"", ""meaning"": ""a new kettle""}, {""word"": ""ケトルで作る"", ""reading"": ""けとるでつくる"", ""meaning"": ""make it with a kettle""}]","[{""word"": ""ケートル"", ""reading"": ""けーとる"", ""meaning"": ""(non-word)""}, {""word"": ""ゲトル"", ""reading"": ""げとる"", ""meaning"": ""(non-word)""}, {""word"": ""ケドル"", ""reading"": ""けどる"", ""meaning"": ""(non-word)""}]",3,Kitchen,kettle,,from English kettle,katakana,,3,false
188,ポット,"[{""word"": ""ポットを使う"", ""reading"": ""ぽっとをつかう"", ""meaning"": ""to use a hot water pot / thermos"", ""tags"": []}]","[{""word"": ""ポットを使う"", ""reading"": ""ぽっとをつかう"", ""meaning"": ""to use a hot water pot / thermos"", ""tags"": []}, {""word"": ""新しいポット"", ""reading"": ""あたらしいぽっと"", ""meaning"": ""a new hot water pot / thermos""}, {""word"": ""ポットで作る"", ""reading"": ""ぽっとでつくる"", ""meaning"": ""make it with a hot water pot / thermos""}]","[{""word"": ""ポーット"", ""reading"": ""ぽーっと"", ""meaning"": ""(non-word)""}, {""word"": ""ボット"", ""reading"": ""ぼっと"", ""meaning"": ""(non-word)""}, {""word"": ""ポッド"", ""reading"": ""ぽっど"", ""meaning"": ""(non-word)""}]",3,Kitchen,hot water pot / thermos,,from English hot water pot / thermos,katakana,,3,false
189,レンジ,"[{""word"": ""レンジを使う"", ""reading"": ""れんじをつかう"", ""meaning"": ""to use a microwave"", ""tags"": []}]","[{""word"": ""レンジを使う"", ""reading"": ""れんじをつかう"", ""meaning"": ""to use a microwave"", ""tags"": []}, {""word"": ""新しいレンジ"", ""reading"": ""あたらしいれんじ"", ""meaning"": ""a new microwave""}, {""word"": ""レンジで作る"", ""reading"": ""れんじでつくる"", ""meaning"": ""make it with a microwave""}]","[{""word"": ""レーンジ"", ""reading"": ""れーんじ"", ""meaning"": ""(non-word)""}, {""word"": ""レンシ"", ""reading"": ""れんし"", ""meaning"": ""(non-word)""}, {""word"": ""レソジ"", ""reading"": ""れそじ"", ""meaning"": ""(non-word)""}]",3,Kitchen,microwave,short for 電子レンジ,from English microwave,katakana,,3,false
190,オーブン,"[{""word"": ""オーブンを使う"", ""reading"": ""おーぶんをつかう"", ""meaning"": ""to use a oven"", ""tags"": []}]","[{""word"": ""オーブンを使う"", ""reading"": ""おーぶんをつかう"", ""meaning"": ""to use a oven"", ""tags"": []}, {""word"": ""新しいオーブン"", ""reading"": ""あたらしいおーぶん"", ""meaning"": ""a new oven""}, {""word"": ""オーブンで作る"", ""reading"": ""おーぶんでつくる"", ""meaning"": ""make it with a oven""}]","[{""word"": ""オブン"", ""reading"": ""おぶん"", ""meaning"": ""(non-word)""}, {""word"": ""オープン"", ""reading"": ""おーぷん"", ""meaning"": ""(non-word)""}, {""word"": ""オーブソ"", ""reading"": ""おーぶそ"", ""meaning"": ""(non-word)""}]",3,Kitchen,oven,,from English oven,katakana,,4,false
191,ラップ,"[{""word"": ""ラップを使う"", ""reading"": ""らっぷをつかう"", ""meaning"": ""to use a plastic wrap"", ""tags"": []}]","[{""word"": ""ラップを使う"", ""reading"": ""らっぷをつかう"", ""meaning"": ""to use a plastic wrap"", ""tags"": []}, {""word"": ""新しいラップ"", ""reading"": ""あたらしいらっぷ"", ""meaning"": ""a new plastic wrap""}, {""word"": ""ラップで作る"", ""reading"": ""らっぷでつくる"", ""meaning"": ""make it with a plastic wrap""}]","[{""word"": ""ラーップ"", ""reading"": ""らーっぷ"", ""meaning"": ""(non-word)""}, {""word"": ""ラッブ"", ""reading"": ""らっぶ"", ""meaning"": ""(non-word)""}, {""word"": ""ラプ"", ""reading"": ""らぷ"", ""meaning"": ""(non-word)""}]",3,Kitchen,plastic wrap,,from English plastic wrap,katakana,,3,false
192,タッパー,"[{""word"": ""タッパーを使う"", ""reading"": ""たっぱーをつかう"", ""meaning"": ""to use a food storage container"", ""tags"": []}]","[{""word"": ""タッパーを使う"", ""reading"": ""たっぱーをつかう"", ""meaning"": ""to use a food storage container"", ""tags"": []}, {""word"": ""新しいタッパー"", ""reading"": ""あたらしいたっぱー"", ""meaning"": ""a new food storage container""}, {""word"": ""タッパーで作る"", ""reading"": ""たっぱーでつくる"", ""meaning"": ""make it with a food storage container""}]","[{""word"": ""タッパ"", ""reading"": ""たっぱ"", ""meaning"": ""(non-word)""}, {""word"": ""ダッパー"", ""reading"": ""だっぱー"", ""meaning"": ""(non-word)""}, {""word"": ""タッバー"", ""reading"": ""たっばー"", ""meaning"": ""(non-word)""}]",3,Kitchen,food storage container,from Tupperware,from English Tupperware (brand),katakana,,4,false
193,バケツ,"[{""word"": ""バケツを使う"", ""reading"": ""ばけつをつかう"", ""meaning"": ""to use a bucket"", ""tags"": []}]","[{""word"": ""バケツを使う"", ""reading"": ""ばけつをつかう"", ""meaning"": ""to use a bucket"", ""tags"": []}, {""word"": ""新しいバケツ"", ""reading"": ""あたらしいばけつ"", ""meaning"": ""a new bucket""}, {""word"": ""バケツを買う"", ""reading"": ""ばけつをかう"", ""meaning"": ""buy a bucket""}]","[{""word"": ""バーケツ"", ""reading"": ""ばーけつ"", ""meaning"": ""(non-word)""}, {""word"": ""パケツ"", ""reading"": ""ぱけつ"", ""meaning"": ""(non-word)""}, {""word"": ""バゲツ"", ""reading"": ""ばげつ"", ""meaning"": ""(non-word)""}]",3,Household,bucket,,from English bucket,katakana,,3,false
194,スポンジ,"[{""word"": ""スポンジを使う"", ""reading"": ""すぽんじをつかう"", ""meaning"": ""to use a sponge"", ""tags"": []}]","[{""word"": ""スポンジを使う"", ""reading"": ""すぽんじをつかう"", ""meaning"": ""to use a sponge"", ""tags"": []}, {""word"": ""新しいスポンジ"", ""reading"": ""あたらしいすぽんじ"", ""meaning"": ""a new sponge""}, {""word"": ""スポンジを買う"", ""reading"": ""すぽんじをかう"", ""meaning"": ""buy a sponge""}]","[{""word"": ""スーポンジ"", ""reading"": ""すーぽんじ"", ""meaning"": ""(non-word)""}, {""word"": ""ズポンジ"", ""reading"": ""ずぽんじ"", ""meaning"": ""(non-word)""}, {""word"": ""スボンジ"", ""reading"": ""すぼんじ"", ""meaning"": ""(non-word)""}]",3,Household,sponge,,from English sponge,katakana,,4,false
195,テレビ,"[{""word"": ""テレビをつける"", ""reading"": ""てれびをつける"", ""meaning"": ""to turn on the TV"", ""tags"": []}]","[{""word"": ""テレビをつける"", ""reading"": ""てれびをつける"", ""meaning"": ""to turn on the TV"", ""tags"": []}, {""word"": ""新しいテレビ"", ""reading"": ""あたらしいてれび"", ""meaning"": ""a new TV""}, {""word"": ""テレビを切る"", ""reading"": ""てれびをきる"", ""meaning"": ""switch off the TV""}]","[{""word"": ""テーレビ"", ""reading"": ""てーれび"", ""meaning"": ""(non-word)""}, {""word"": ""デレビ"", ""reading"": ""でれび"", ""meaning"": ""(non-word)""}, {""word"": ""テレピ"", ""reading"": ""てれぴ"", ""meaning"": ""(non-word)""}]",3,Electronics,TV,short for テレビジョン,from English TV,katakana,,3,false
196,エアコン,"[{""word"": ""エアコンをつける"", ""reading"": ""えあこんをつける"", ""meaning"": ""to turn on the air conditioner"", ""tags"": []}]","[{""word"": ""エアコンをつける"", ""reading"": ""えあこんをつける"", ""meaning"": ""to turn on the air conditioner"", ""tags"": []}, {""word"": ""新しいエアコン"", ""reading"": ""あたらしいえあこん"", ""meaning"": ""a new air conditioner""}, {""word"": ""エアコンを切る"", ""reading"": ""えあこんをきる"", ""meaning"": ""switch off the air conditioner""}]","[{""word"": ""エーアコン"", ""reading"": ""えーあこん"", ""meaning"": ""(non-word)""}, {""word"": ""エアゴン"", ""reading"": ""えあごん"", ""meaning"": ""(non-word)""}, {""word"": ""エアユン"", ""reading"": ""えあゆん"", ""meaning"": ""(non-word)""}]",3,Electronics,air conditioner,short for エアコンディショナー,from English air conditioner,katakana,,4,false
197,ストーブ,"[{""word"": ""ストーブをつける"", ""reading"": ""すとーぶをつける"", ""meaning"": ""to turn on the space heater"", ""tags"": []}]","[{""word"": ""ストーブをつける"", ""reading"": ""すとーぶをつける"", ""meaning"": ""to turn on the space heater"", ""tags"": []}, {""word"": ""新しいストーブ"", ""reading"": ""あたらしいすとーぶ"", ""meaning"": ""a new space heater""}, {""word"": ""ストーブを切る"", ""reading"": ""すとーぶをきる"", ""meaning"": ""switch off the space heater""}]","[{""word"": ""ストブ"", ""reading"": ""すとぶ"", ""meaning"": ""(non-word)""}, {""word"": ""ズトーブ"", ""reading"": ""ずとーぶ"", ""meaning"": ""(non-word)""}, {""word"": ""スドーブ"", ""reading"": ""すどーぶ"", ""meaning"": ""(non-word)""}]",3,Electronics,space heater,NOT a cooking stove,from English space heater,katakana,,4,false
198,ドライヤー,"[{""word"": ""ドライヤーをつける"", ""reading"": ""どらいやーをつける"", ""meaning"": ""to turn on the hair dryer"", ""tags"": []}]","[{""word"": ""ドライヤーをつける"", ""reading"": ""どらいやーをつける"", ""meaning"": ""to turn on the hair dryer"", ""tags"": []}, {""word"": ""新しいドライヤー"", ""reading"": ""あたらしいどらいやー"", ""meaning"": ""a new hair dryer""}, {""word"": ""ドライヤーを切る"", ""reading"": ""どらいやーをきる"", ""meaning"": ""switch off the hair dryer""}]","[{""word"": ""ドライヤ"", ""reading"": ""どらいや"", ""meaning"": ""(non-word)""}, {""word"": ""トライヤー"", ""reading"": ""とらいやー"", ""meaning"": ""(non-word)""}, {""word"": ""ドラッイヤー"", ""reading"": ""どらっいやー"", ""meaning"": ""(non-word)""}]",3,Electronics,hair dryer,,from English hair dryer,katakana,,5,false
