id,kanji_list,kana_list,tokens
s861,"[24, 164, 81, 254, 219]",[],"[{""kind"": ""word"", ""ja"": ""今夜"", ""reading"": ""こんや"", ""en"": ""tonight"", ""kanji"": [""今"", ""夜""], ""targets"": [24, 164]}, {""kind"": ""word"", ""ja"": ""魚"", ""reading"": ""さかな"", ""en"": ""fish"", ""kanji"": [""魚""], ""targets"": [81]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""料理"", ""reading"": ""りょうり"", ""en"": ""cooking"", ""kanji"": [""料"", ""理""], ""targets"": [254, 219]}, {""kind"": ""word"", ""ja"": ""します"", ""reading"": ""します"", ""en"": ""will do"", ""kanji"": [], ""targets"": []}]"
s862,"[163, 26, 147, 148]",[],"[{""kind"": ""word"", ""ja"": ""昼間"", ""reading"": ""ひるま"", ""en"": ""daytime"", ""kanji"": [""昼"", ""間""], ""targets"": [163, 26]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""天気"", ""reading"": ""てんき"", ""en"": ""weather"", ""kanji"": [""天"", ""気""], ""targets"": [147, 148]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""particle"", ""kana"": ""いい""}, {""kind"": ""particle"", ""kana"": ""です""}]"
s863,"[162, 14]",[],"[{""kind"": ""word"", ""ja"": ""朝日"", ""reading"": ""あさひ"", ""en"": ""morning sun"", ""kanji"": [""朝"", ""日""], ""targets"": [162, 14]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""とても"", ""reading"": ""とても"", ""en"": ""very"", ""kanji"": [], ""targets"": []}, {""kind"": ""word"", ""ja"": ""きれい"", ""reading"": ""きれい"", ""en"": ""beautiful"", ""kanji"": [], ""targets"": []}, {""kind"": ""particle"", ""kana"": ""でした""}]"
s864,"[20, 29, 293, 294, 228, 54]",[],"[{""kind"": ""word"", ""ja"": ""土曜"", ""reading"": ""どよう"", ""en"": ""Saturday"", ""kanji"": [""土"", ""曜""], ""targets"": [20, 29]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""映画館"", ""reading"": ""えいがかん"", ""en"": ""movie theater"", ""kanji"": [""映"", ""画"", ""館""], ""targets"": [293, 294, 228]}, {""kind"": ""particle"", ""kana"": ""へ""}, {""kind"": ""word"", ""ja"": ""行きます"", ""reading"": ""いきます"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54], ""lemma"": ""行く""}]"
s865,"[14, 29, 151]",[],"[{""kind"": ""word"", ""ja"": ""日曜"", ""reading"": ""にちよう"", ""en"": ""Sunday"", ""kanji"": [""日"", ""曜""], ""targets"": [14, 29]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""休み"", ""reading"": ""やすみ"", ""en"": ""day off"", ""kanji"": [""休""], ""targets"": [151]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s866,"[15, 29, 253, 122]",[],"[{""kind"": ""word"", ""ja"": ""月曜"", ""reading"": ""げつよう"", ""en"": ""Monday"", ""kanji"": [""月"", ""曜""], ""targets"": [15, 29]}, {""kind"": ""particle"", ""kana"": ""から""}, {""kind"": ""word"", ""ja"": ""仕事"", ""reading"": ""しごと"", ""en"": ""work"", ""kanji"": [""仕"", ""事""], ""targets"": [253, 122]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s867,"[24, 14, 73, 29]",[],"[{""kind"": ""word"", ""ja"": ""今日"", ""reading"": ""きょう"", ""en"": ""today"", ""kanji"": [""今"", ""日""], ""targets"": [24, 14]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""何"", ""reading"": ""なん"", ""en"": ""what"", ""kanji"": [""何""], ""targets"": [73]}, {""kind"": ""word"", ""ja"": ""曜日"", ""reading"": ""ようび"", ""en"": ""day of week"", ""kanji"": [""曜"", ""日""], ""targets"": [29, 14]}, {""kind"": ""particle"", ""kana"": ""ですか""}]"
s868,"[262, 228, 221, 35]",[],"[{""kind"": ""word"", ""ja"": ""この"", ""reading"": ""この"", ""en"": ""this"", ""kanji"": [], ""targets"": []}, {""kind"": ""word"", ""ja"": ""旅館"", ""reading"": ""りょかん"", ""en"": ""Japanese inn"", ""kanji"": [""旅"", ""館""], ""targets"": [262, 228]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""有名"", ""reading"": ""ゆうめい"", ""en"": ""famous"", ""kanji"": [""有"", ""名""], ""targets"": [221, 35]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s869,"[244, 280, 8, 22, 186]",[],"[{""kind"": ""word"", ""ja"": ""空港"", ""reading"": ""くうこう"", ""en"": ""airport"", ""kanji"": [""空"", ""港""], ""targets"": [244, 280]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""八時"", ""reading"": ""はちじ"", ""en"": ""8 o'clock"", ""kanji"": [""八"", ""時""], ""targets"": [8, 22]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""着きました"", ""reading"": ""つきました"", ""en"": ""arrived"", ""kanji"": [""着""], ""targets"": [186], ""lemma"": ""着く""}]"
s870,"[280, 183]",[],"[{""kind"": ""word"", ""ja"": ""港"", ""reading"": ""みなと"", ""en"": ""harbor"", ""kanji"": [""港""], ""targets"": [280]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""歩きました"", ""reading"": ""あるきました"", ""en"": ""walked"", ""kanji"": [""歩""], ""targets"": [183], ""lemma"": ""歩く""}]"
s871,"[39, 186]",[],"[{""kind"": ""word"", ""ja"": ""上着"", ""reading"": ""うわぎ"", ""en"": ""jacket"", ""kanji"": [""上"", ""着""], ""targets"": [39, 186]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""着て"", ""reading"": ""きて"", ""en"": ""wear"", ""kanji"": [""着""], ""targets"": [186], ""lemma"": ""着る""}, {""kind"": ""word"", ""ja"": ""ください"", ""reading"": ""ください"", ""en"": ""please"", ""kanji"": [], ""targets"": []}]"
s872,"[246, 297, 62]",[],"[{""kind"": ""word"", ""ja"": ""洋服"", ""reading"": ""ようふく"", ""en"": ""clothes"", ""kanji"": [""洋"", ""服""], ""targets"": [246, 297]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""たくさん"", ""reading"": ""たくさん"", ""en"": ""a lot"", ""kanji"": [], ""targets"": []}, {""kind"": ""word"", ""ja"": ""買いました"", ""reading"": ""かいました"", ""en"": ""bought"", ""kanji"": [""買""], ""targets"": [62], ""lemma"": ""買う""}]"
s873,"[95, 94, 35, 171, 121, 54]",[],"[{""kind"": ""word"", ""ja"": ""電車"", ""reading"": ""でんしゃ"", ""en"": ""train"", ""kanji"": [""電"", ""車""], ""targets"": [95, 94]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""名古屋"", ""reading"": ""なごや"", ""en"": ""Nagoya"", ""kanji"": [""名"", ""古"", ""屋""], ""targets"": [35, 171, 121]}, {""kind"": ""particle"", ""kana"": ""へ""}, {""kind"": ""word"", ""ja"": ""行きます"", ""reading"": ""いきます"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54], ""lemma"": ""行く""}]"
s874,"[55, 15, 12, 265, 54]",[],"[{""kind"": ""word"", ""ja"": ""来月"", ""reading"": ""らいげつ"", ""en"": ""next month"", ""kanji"": [""来"", ""月""], ""targets"": [55, 15]}, {""kind"": ""word"", ""ja"": ""千葉"", ""reading"": ""ちば"", ""en"": ""Chiba"", ""kanji"": [""千"", ""葉""], ""targets"": [12, 265]}, {""kind"": ""particle"", ""kana"": ""へ""}, {""kind"": ""word"", ""ja"": ""行きます"", ""reading"": ""いきます"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54], ""lemma"": ""行く""}]"
s875,"[149, 235, 259, 41, 184]",[],"[{""kind"": ""word"", ""ja"": ""雨"", ""reading"": ""あめ"", ""en"": ""rain"", ""kanji"": [""雨""], ""targets"": [149]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""試合"", ""reading"": ""しあい"", ""en"": ""match"", ""kanji"": [""試"", ""合""], ""targets"": [235, 259]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""中止"", ""reading"": ""ちゅうし"", ""en"": ""cancelled"", ""kanji"": [""中"", ""止""], ""targets"": [41, 184]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s876,"[232, 229, 58, 57]",[25],"[{""kind"": ""word"", ""ja"": ""教室"", ""reading"": ""きょうしつ"", ""en"": ""classroom"", ""kanji"": [""教"", ""室""], ""targets"": [232, 229]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""飲食"", ""reading"": ""いんしょく"", ""en"": ""eating and drinking"", ""kanji"": [""飲"", ""食""], ""targets"": [58, 57]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""だめ"", ""reading"": ""だめ"", ""en"": ""not allowed"", ""kanji"": [], ""targets"": [], ""kana_targets"": [25]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s877,"[1, 22, 25, 196, 259]",[],"[{""kind"": ""word"", ""ja"": ""一時半"", ""reading"": ""いちじはん"", ""en"": ""1:30"", ""kanji"": [""一"", ""時"", ""半""], ""targets"": [1, 22, 25]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""集合"", ""reading"": ""しゅうごう"", ""en"": ""assemble"", ""kanji"": [""集"", ""合""], ""targets"": [196, 259]}, {""kind"": ""particle"", ""kana"": ""します""}]"
s878,"[49, 194]",[],"[{""kind"": ""word"", ""ja"": ""道"", ""reading"": ""みち"", ""en"": ""road"", ""kanji"": [""道""], ""targets"": [49]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""転びました"", ""reading"": ""ころびました"", ""en"": ""fell down"", ""kanji"": [""転""], ""targets"": [194], ""lemma"": ""転ぶ""}]"
s879,"[47, 36, 256, 130]",[],"[{""kind"": ""word"", ""ja"": ""駅"", ""reading"": ""えき"", ""en"": ""station"", ""kanji"": [""駅""], ""targets"": [47]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""友達"", ""reading"": ""ともだち"", ""en"": ""friend"", ""kanji"": [""友"", ""達""], ""targets"": [36, 256]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""別れました"", ""reading"": ""わかれました"", ""en"": ""parted"", ""kanji"": [""別""], ""targets"": [130], ""lemma"": ""別れる""}]"
s880,"[162, 57, 89]",[],"[{""kind"": ""word"", ""ja"": ""朝食"", ""reading"": ""ちょうしょく"", ""en"": ""breakfast"", ""kanji"": [""朝"", ""食""], ""targets"": [162, 57]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""ご飯"", ""reading"": ""ごはん"", ""en"": ""rice"", ""kanji"": [""飯""], ""targets"": [89]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""食べます"", ""reading"": ""たべます"", ""en"": ""eat"", ""kanji"": [""食""], ""targets"": [57], ""lemma"": ""食べる""}]"
s881,[206],[65],"[{""kind"": ""word"", ""ja"": ""かばん"", ""reading"": ""かばん"", ""en"": ""bag"", ""kanji"": [], ""targets"": [], ""kana_targets"": [65]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""重い"", ""reading"": ""おもい"", ""en"": ""heavy"", ""kanji"": [""重""], ""targets"": [206]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s882,"[240, 283, 258, 88, 56]",[],"[{""kind"": ""word"", ""ja"": ""田舎"", ""reading"": ""いなか"", ""en"": ""countryside"", ""kanji"": [""田"", ""舎""], ""targets"": [240, 283]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""動物"", ""reading"": ""どうぶつ"", ""en"": ""animals"", ""kanji"": [""動"", ""物""], ""targets"": [258, 88]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""見ました"", ""reading"": ""みました"", ""en"": ""saw"", ""kanji"": [""見""], ""targets"": [56], ""lemma"": ""見る""}]"
s883,[62],"[211, 121]","[{""kind"": ""word"", ""ja"": ""スーパー"", ""reading"": ""すーぱー"", ""en"": ""supermarket"", ""kanji"": [], ""targets"": [], ""kana_targets"": [211]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""パン"", ""reading"": ""ぱん"", ""en"": ""bread"", ""kanji"": [], ""targets"": [], ""kana_targets"": [121]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買いました"", ""reading"": ""かいました"", ""en"": ""bought"", ""kanji"": [""買""], ""targets"": [62], ""lemma"": ""買う""}]"
s884,[62],"[212, 123]","[{""kind"": ""word"", ""ja"": ""コンビニ"", ""reading"": ""こんびに"", ""en"": ""convenience store"", ""kanji"": [], ""targets"": [], ""kana_targets"": [212]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""ビール"", ""reading"": ""びーる"", ""en"": ""beer"", ""kanji"": [], ""targets"": [], ""kana_targets"": [123]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買う"", ""reading"": ""かう"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s885,[62],"[210, 65]","[{""kind"": ""word"", ""ja"": ""デパート"", ""reading"": ""でぱーと"", ""en"": ""department store"", ""kanji"": [], ""targets"": [], ""kana_targets"": [210]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""かばん"", ""reading"": ""かばん"", ""en"": ""bag"", ""kanji"": [], ""targets"": [], ""kana_targets"": [65]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買いました"", ""reading"": ""かいました"", ""en"": ""bought"", ""kanji"": [""買""], ""targets"": [62], ""lemma"": ""買う""}]"
s886,[],"[229, 121, 20]","[{""kind"": ""word"", ""ja"": ""ベーカリー"", ""reading"": ""べーかりー"", ""en"": ""bakery"", ""kanji"": [], ""targets"": [], ""kana_targets"": [229]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""パン"", ""reading"": ""ぱん"", ""en"": ""bread"", ""kanji"": [], ""targets"": [], ""kana_targets"": [121]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""うまい"", ""reading"": ""うまい"", ""en"": ""delicious"", ""kanji"": [], ""targets"": [], ""kana_targets"": [20]}]"
s887,"[8, 11, 121, 62]",[130],"[{""kind"": ""word"", ""ja"": ""八百屋"", ""reading"": ""やおや"", ""en"": ""greengrocer"", ""kanji"": [""八"", ""百"", ""屋""], ""targets"": [8, 11, 121]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""トマト"", ""reading"": ""とまと"", ""en"": ""tomato"", ""kanji"": [], ""targets"": [], ""kana_targets"": [130]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買う"", ""reading"": ""かう"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s888,"[3, 62]",[89],"[{""kind"": ""word"", ""ja"": ""たまねぎ"", ""reading"": ""たまねぎ"", ""en"": ""onion"", ""kanji"": [], ""targets"": [], ""kana_targets"": [89]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""三つ"", ""reading"": ""みっつ"", ""en"": ""three"", ""kanji"": [""三""], ""targets"": [3]}, {""kind"": ""word"", ""ja"": ""買いました"", ""reading"": ""かいました"", ""en"": ""bought"", ""kanji"": [""買""], ""targets"": [62], ""lemma"": ""買う""}]"
s889,[62],"[93, 50]","[{""kind"": ""word"", ""ja"": ""じゃがいも"", ""reading"": ""じゃがいも"", ""en"": ""potato"", ""kanji"": [], ""targets"": [], ""kana_targets"": [93]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""たくさん"", ""reading"": ""たくさん"", ""en"": ""a lot"", ""kanji"": [], ""targets"": [], ""kana_targets"": [50]}, {""kind"": ""word"", ""ja"": ""買う"", ""reading"": ""かう"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s890,[74],[85],"[{""kind"": ""word"", ""ja"": ""この"", ""reading"": ""この"", ""en"": ""this"", ""kanji"": [], ""targets"": []}, {""kind"": ""word"", ""ja"": ""みかん"", ""reading"": ""みかん"", ""en"": ""mandarin"", ""kanji"": [], ""targets"": [], ""kana_targets"": [85]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""安い"", ""reading"": ""やすい"", ""en"": ""cheap"", ""kanji"": [""安""], ""targets"": [74]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s891,[5],[84],"[{""kind"": ""word"", ""ja"": ""りんご"", ""reading"": ""りんご"", ""en"": ""apple"", ""kanji"": [], ""targets"": [], ""kana_targets"": [84]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""五つ"", ""reading"": ""いつつ"", ""en"": ""five"", ""kanji"": [""五""], ""targets"": [5]}, {""kind"": ""particle"", ""kana"": ""ください""}]"
s892,[69],[86],"[{""kind"": ""word"", ""ja"": ""ぶどう"", ""reading"": ""ぶどう"", ""en"": ""grapes"", ""kanji"": [], ""targets"": [], ""kana_targets"": [86]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""高い"", ""reading"": ""たかい"", ""en"": ""expensive"", ""kanji"": [""高""], ""targets"": [69]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s893,"[50, 70]",[128],"[{""kind"": ""word"", ""ja"": ""その"", ""reading"": ""その"", ""en"": ""that"", ""kanji"": [], ""targets"": []}, {""kind"": ""word"", ""ja"": ""店"", ""reading"": ""みせ"", ""en"": ""shop"", ""kanji"": [""店""], ""targets"": [50]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""レモン"", ""reading"": ""れもん"", ""en"": ""lemon"", ""kanji"": [], ""targets"": [], ""kana_targets"": [128]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""新しい"", ""reading"": ""あたらしい"", ""en"": ""fresh"", ""kanji"": [""新""], ""targets"": [70]}]"
s894,"[25, 23, 113]",[131],"[{""kind"": ""word"", ""ja"": ""キャベツ"", ""reading"": ""きゃべつ"", ""en"": ""cabbage"", ""kanji"": [], ""targets"": [], ""kana_targets"": [131]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""半分"", ""reading"": ""はんぶん"", ""en"": ""half"", ""kanji"": [""半"", ""分""], ""targets"": [25, 23]}, {""kind"": ""word"", ""ja"": ""切る"", ""reading"": ""きる"", ""en"": ""cut"", ""kanji"": [""切""], ""targets"": [113]}]"
s895,"[47, 144]","[211, 1]","[{""kind"": ""word"", ""ja"": ""スーパー"", ""reading"": ""すーぱー"", ""en"": ""supermarket"", ""kanji"": [], ""targets"": [], ""kana_targets"": [211]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""駅"", ""reading"": ""えき"", ""en"": ""station"", ""kanji"": [""駅""], ""targets"": [47]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""前"", ""reading"": ""まえ"", ""en"": ""front"", ""kanji"": [""前""], ""targets"": [144]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""ある"", ""reading"": ""ある"", ""en"": ""is located"", ""kanji"": [], ""targets"": [], ""kana_targets"": [1]}]"
s896,"[164, 195]",[212],"[{""kind"": ""word"", ""ja"": ""コンビニ"", ""reading"": ""こんびに"", ""en"": ""convenience store"", ""kanji"": [], ""targets"": [], ""kana_targets"": [212]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""夜"", ""reading"": ""よる"", ""en"": ""night"", ""kanji"": [""夜""], ""targets"": [164]}, {""kind"": ""particle"", ""kana"": ""も""}, {""kind"": ""word"", ""ja"": ""開いて"", ""reading"": ""あいて"", ""en"": ""open"", ""kanji"": [""開""], ""targets"": [195], ""lemma"": ""開く""}, {""kind"": ""particle"", ""kana"": ""いる""}]"
s897,"[171, 71, 188]",[245],"[{""kind"": ""word"", ""ja"": ""フリマ"", ""reading"": ""ふりま"", ""en"": ""flea market"", ""kanji"": [], ""targets"": [], ""kana_targets"": [245]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""古い"", ""reading"": ""ふるい"", ""en"": ""old"", ""kanji"": [""古""], ""targets"": [171]}, {""kind"": ""word"", ""ja"": ""本"", ""reading"": ""ほん"", ""en"": ""books"", ""kanji"": [""本""], ""targets"": [71]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""売る"", ""reading"": ""うる"", ""en"": ""sell"", ""kanji"": [""売""], ""targets"": [188]}]"
s898,"[162, 58]",[122],"[{""kind"": ""word"", ""ja"": ""朝"", ""reading"": ""あさ"", ""en"": ""morning"", ""kanji"": [""朝""], ""targets"": [162]}, {""kind"": ""word"", ""ja"": ""コーヒー"", ""reading"": ""こーひー"", ""en"": ""coffee"", ""kanji"": [], ""targets"": [], ""kana_targets"": [122]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""飲みます"", ""reading"": ""のみます"", ""en"": ""drink"", ""kanji"": [""飲""], ""targets"": [58], ""lemma"": ""飲む""}]"
s899,"[163, 57]",[125],"[{""kind"": ""word"", ""ja"": ""昼"", ""reading"": ""ひる"", ""en"": ""noon"", ""kanji"": [""昼""], ""targets"": [163]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""ラーメン"", ""reading"": ""らーめん"", ""en"": ""ramen"", ""kanji"": [], ""targets"": [], ""kana_targets"": [125]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""食べました"", ""reading"": ""たべました"", ""en"": ""ate"", ""kanji"": [""食""], ""targets"": [57], ""lemma"": ""食べる""}]"
s900,[58],"[55, 123]","[{""kind"": ""word"", ""ja"": ""とりあえず"", ""reading"": ""とりあえず"", ""en"": ""for now"", ""kanji"": [], ""targets"": [], ""kana_targets"": [55]}, {""kind"": ""word"", ""ja"": ""ビール"", ""reading"": ""びーる"", ""en"": ""beer"", ""kanji"": [], ""targets"": [], ""kana_targets"": [123]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""飲む"", ""reading"": ""のむ"", ""en"": ""drink"", ""kanji"": [""飲""], ""targets"": [58]}]"
s901,[61],"[76, 90]","[{""kind"": ""word"", ""ja"": ""うどん"", ""reading"": ""うどん"", ""en"": ""udon"", ""kanji"": [], ""targets"": [], ""kana_targets"": [76]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""ねぎ"", ""reading"": ""ねぎ"", ""en"": ""green onion"", ""kanji"": [], ""targets"": [], ""kana_targets"": [90]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""入れる"", ""reading"": ""いれる"", ""en"": ""put in"", ""kanji"": [""入""], ""targets"": [61]}]"
s902,"[91, 174]",[77],"[{""kind"": ""word"", ""ja"": ""てんぷら"", ""reading"": ""てんぷら"", ""en"": ""tempura"", ""kanji"": [], ""targets"": [], ""kana_targets"": [77]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""油"", ""reading"": ""あぶら"", ""en"": ""oil"", ""kanji"": [""油""], ""targets"": [91]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""作る"", ""reading"": ""つくる"", ""en"": ""make"", ""kanji"": [""作""], ""targets"": [174]}]"
s903,[174],"[214, 82]","[{""kind"": ""word"", ""ja"": ""キッチン"", ""reading"": ""きっちん"", ""en"": ""kitchen"", ""kanji"": [], ""targets"": [], ""kana_targets"": [214]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""だし"", ""reading"": ""だし"", ""en"": ""soup stock"", ""kanji"": [], ""targets"": [], ""kana_targets"": [82]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""作る"", ""reading"": ""つくる"", ""en"": ""make"", ""kanji"": [""作""], ""targets"": [174]}]"
s904,[76],[79],"[{""kind"": ""word"", ""ja"": ""わさび"", ""reading"": ""わさび"", ""en"": ""wasabi"", ""kanji"": [], ""targets"": [], ""kana_targets"": [79]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""少し"", ""reading"": ""すこし"", ""en"": ""a little"", ""kanji"": [""少""], ""targets"": [76]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""particle"", ""kana"": ""いい""}]"
s905,[105],[124],"[{""kind"": ""word"", ""ja"": ""この"", ""reading"": ""この"", ""en"": ""this"", ""kanji"": [], ""targets"": []}, {""kind"": ""word"", ""ja"": ""ソーダ"", ""reading"": ""そーだ"", ""en"": ""soda"", ""kanji"": [], ""targets"": [], ""kana_targets"": [124]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""甘い"", ""reading"": ""あまい"", ""en"": ""sweet"", ""kanji"": [""甘""], ""targets"": [105]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s906,"[25, 23, 57]","[126, 8]","[{""kind"": ""word"", ""ja"": ""カステラ"", ""reading"": ""かすてら"", ""en"": ""castella"", ""kanji"": [], ""targets"": [], ""kana_targets"": [126]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""半分"", ""reading"": ""はんぶん"", ""en"": ""half"", ""kanji"": [""半"", ""分""], ""targets"": [25, 23]}, {""kind"": ""word"", ""ja"": ""食べて"", ""reading"": ""たべて"", ""en"": ""ate"", ""kanji"": [""食""], ""targets"": [57], ""lemma"": ""食べる""}, {""kind"": ""word"", ""ja"": ""しまった"", ""reading"": ""しまった"", ""en"": ""ended up"", ""kanji"": [], ""targets"": [], ""kana_targets"": [8], ""lemma"": ""しまう""}]"
s907,[57],"[129, 84]","[{""kind"": ""word"", ""ja"": ""バナナ"", ""reading"": ""ばなな"", ""en"": ""banana"", ""kanji"": [], ""targets"": [], ""kana_targets"": [129]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""りんご"", ""reading"": ""りんご"", ""en"": ""apple"", ""kanji"": [], ""targets"": [], ""kana_targets"": [84]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""食べる"", ""reading"": ""たべる"", ""en"": ""eat"", ""kanji"": [""食""], ""targets"": [57]}]"
