id,kanji_list,tokens
s141,"[85, 86, 87, 88]","[{""kind"": ""word"", ""ja"": ""果物"", ""reading"": ""くだもの"", ""en"": ""fruit"", ""kanji"": [""果"", ""物""], ""targets"": [87, 88]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""野菜"", ""reading"": ""やさい"", ""en"": ""vegetable"", ""kanji"": [""野"", ""菜""], ""targets"": [85, 86]}]"
s142,"[91, 92, 93]","[{""kind"": ""word"", ""ja"": ""油"", ""reading"": ""あぶら"", ""en"": ""oil"", ""kanji"": [""油""], ""targets"": [91]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""塩"", ""reading"": ""しお"", ""en"": ""salt"", ""kanji"": [""塩""], ""targets"": [92]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""砂糖"", ""reading"": ""さとう"", ""en"": ""sugar"", ""kanji"": [""糖""], ""targets"": [93]}]"
s143,"[61, 90, 92]","[{""kind"": ""word"", ""ja"": ""麺"", ""reading"": ""めん"", ""en"": ""noodles"", ""kanji"": [""麺""], ""targets"": [90]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""塩"", ""reading"": ""しお"", ""en"": ""salt"", ""kanji"": [""塩""], ""targets"": [92]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""入れる"", ""reading"": ""いれる"", ""en"": ""add"", ""kanji"": [""入""], ""targets"": [61]}]"
s144,"[82, 93]","[{""kind"": ""word"", ""ja"": ""茶"", ""reading"": ""ちゃ"", ""en"": ""tea"", ""kanji"": [""茶""], ""targets"": [82]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""砂糖"", ""reading"": ""さとう"", ""en"": ""sugar"", ""kanji"": [""糖""], ""targets"": [93]}]"
s145,"[81, 91]","[{""kind"": ""word"", ""ja"": ""魚"", ""reading"": ""さかな"", ""en"": ""fish"", ""kanji"": [""魚""], ""targets"": [81]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""油"", ""reading"": ""あぶら"", ""en"": ""oil"", ""kanji"": [""油""], ""targets"": [91]}]"
s146,"[58, 83]","[{""kind"": ""word"", ""ja"": ""お酒"", ""reading"": ""おさけ"", ""en"": ""alcohol"", ""kanji"": [""酒""], ""targets"": [83]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""飲んで"", ""reading"": ""のんで"", ""en"": ""drink"", ""kanji"": [""飲""], ""targets"": [58]}, {""kind"": ""particle"", ""kana"": ""から""}]"
s147,"[96, 97]","[{""kind"": ""word"", ""ja"": ""学校"", ""reading"": ""がっこう"", ""en"": ""school"", ""kanji"": [""学"", ""校""], ""targets"": [96, 97]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""校長"", ""reading"": ""こうちょう"", ""en"": ""principal"", ""kanji"": [""校""], ""targets"": [97]}]"
s148,"[69, 88, 97, 98]","[{""kind"": ""word"", ""ja"": ""高校"", ""reading"": ""こうこう"", ""en"": ""high school"", ""kanji"": [""高"", ""校""], ""targets"": [69, 97]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""生物"", ""reading"": ""せいぶつ"", ""en"": ""biology"", ""kanji"": [""生"", ""物""], ""targets"": [98, 88]}]"
s149,"[81, 99]","[{""kind"": ""word"", ""ja"": ""白い"", ""reading"": ""しろい"", ""en"": ""white"", ""kanji"": [""白""], ""targets"": [99]}, {""kind"": ""word"", ""ja"": ""魚"", ""reading"": ""さかな"", ""en"": ""fish"", ""kanji"": [""魚""], ""targets"": [81]}]"
s150,"[23, 52, 53]","[{""kind"": ""word"", ""ja"": ""内"", ""reading"": ""うち"", ""en"": ""inside"", ""kanji"": [""内""], ""targets"": [53]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""外"", ""reading"": ""そと"", ""en"": ""outside"", ""kanji"": [""外""], ""targets"": [52]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""分ける"", ""reading"": ""わける"", ""en"": ""divide"", ""kanji"": [""分""], ""targets"": [23]}]"
s151,"[62, 73]","[{""kind"": ""word"", ""ja"": ""何"", ""reading"": ""なに"", ""en"": ""what"", ""kanji"": [""何""], ""targets"": [73]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買いますか"", ""reading"": ""かいますか"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s152,"[41, 94, 95]","[{""kind"": ""word"", ""ja"": ""電車"", ""reading"": ""でんしゃ"", ""en"": ""train"", ""kanji"": [""電"", ""車""], ""targets"": [95, 94]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""中"", ""reading"": ""なか"", ""en"": ""inside"", ""kanji"": [""中""], ""targets"": [41]}]"
s153,"[19, 76]","[{""kind"": ""word"", ""ja"": ""少ない"", ""reading"": ""すくない"", ""en"": ""few"", ""kanji"": [""少""], ""targets"": [76]}, {""kind"": ""word"", ""ja"": ""お金"", ""reading"": ""おかね"", ""en"": ""money"", ""kanji"": [""金""], ""targets"": [19]}]"
s154,"[17, 75]","[{""kind"": ""word"", ""ja"": ""多い"", ""reading"": ""おおい"", ""en"": ""much"", ""kanji"": [""多""], ""targets"": [75]}, {""kind"": ""word"", ""ja"": ""水"", ""reading"": ""みず"", ""en"": ""water"", ""kanji"": [""水""], ""targets"": [17]}]"
s155,"[70, 71]","[{""kind"": ""word"", ""ja"": ""新聞"", ""reading"": ""しんぶん"", ""en"": ""newspaper"", ""kanji"": [""新""], ""targets"": [70]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""本"", ""reading"": ""ほん"", ""en"": ""book"", ""kanji"": [""本""], ""targets"": [71]}]"
s156,[41],"[{""kind"": ""word"", ""ja"": ""田"", ""reading"": ""た"", ""en"": ""field"", ""kanji"": [], ""targets"": []}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""中"", ""reading"": ""なか"", ""en"": ""middle"", ""kanji"": [""中""], ""targets"": [41]}]"
s157,"[48, 98]","[{""kind"": ""word"", ""ja"": ""生まれた"", ""reading"": ""うまれた"", ""en"": ""born"", ""kanji"": [""生""], ""targets"": [98]}, {""kind"": ""word"", ""ja"": ""町"", ""reading"": ""まち"", ""en"": ""town"", ""kanji"": [""町""], ""targets"": [48]}]"
s158,"[57, 79, 99]","[{""kind"": ""word"", ""ja"": ""白米"", ""reading"": ""はくまい"", ""en"": ""white rice"", ""kanji"": [""白"", ""米""], ""targets"": [99, 79]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""食べる"", ""reading"": ""たべる"", ""en"": ""eat"", ""kanji"": [""食""], ""targets"": [57]}]"
s159,"[13, 30]","[{""kind"": ""word"", ""ja"": ""万人"", ""reading"": ""まんにん"", ""en"": ""ten thousand people"", ""kanji"": [""万"", ""人""], ""targets"": [13, 30]}, {""kind"": ""particle"", ""kana"": ""いる""}]"
s160,"[53, 68]","[{""kind"": ""word"", ""ja"": ""内"", ""reading"": ""うち"", ""en"": ""within"", ""kanji"": [""内""], ""targets"": [53]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""待つ"", ""reading"": ""まつ"", ""en"": ""wait"", ""kanji"": [""待""], ""targets"": [68]}]"
s161,"[39, 45, 57, 84]","[{""kind"": ""word"", ""ja"": ""山"", ""reading"": ""やま"", ""en"": ""mountain"", ""kanji"": [""山""], ""targets"": [45]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""上"", ""reading"": ""うえ"", ""en"": ""top"", ""kanji"": [""上""], ""targets"": [39]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""卵"", ""reading"": ""たまご"", ""en"": ""egg"", ""kanji"": [""卵""], ""targets"": [84]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""食べる"", ""reading"": ""たべる"", ""en"": ""eat"", ""kanji"": [""食""], ""targets"": [57]}]"
s162,"[45, 54, 94, 95]","[{""kind"": ""word"", ""ja"": ""電車"", ""reading"": ""でんしゃ"", ""en"": ""train"", ""kanji"": [""電"", ""車""], ""targets"": [95, 94]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""山"", ""reading"": ""やま"", ""en"": ""mountain"", ""kanji"": [""山""], ""targets"": [45]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s163,"[62, 84, 87, 88]","[{""kind"": ""word"", ""ja"": ""果物"", ""reading"": ""くだもの"", ""en"": ""fruit"", ""kanji"": [""果"", ""物""], ""targets"": [87, 88]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""卵"", ""reading"": ""たまご"", ""en"": ""egg"", ""kanji"": [""卵""], ""targets"": [84]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買う"", ""reading"": ""かう"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s164,"[54, 94, 95, 96, 97]","[{""kind"": ""word"", ""ja"": ""電車"", ""reading"": ""でんしゃ"", ""en"": ""train"", ""kanji"": [""電"", ""車""], ""targets"": [95, 94]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""学校"", ""reading"": ""がっこう"", ""en"": ""school"", ""kanji"": [""学"", ""校""], ""targets"": [96, 97]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s165,"[84, 87, 88]","[{""kind"": ""word"", ""ja"": ""果物"", ""reading"": ""くだもの"", ""en"": ""fruit"", ""kanji"": [""果"", ""物""], ""targets"": [87, 88]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""卵"", ""reading"": ""たまご"", ""en"": ""egg"", ""kanji"": [""卵""], ""targets"": [84]}]"
s166,"[45, 69]","[{""kind"": ""word"", ""ja"": ""高い"", ""reading"": ""たかい"", ""en"": ""high"", ""kanji"": [""高""], ""targets"": [69]}, {""kind"": ""word"", ""ja"": ""山"", ""reading"": ""やま"", ""en"": ""mountain"", ""kanji"": [""山""], ""targets"": [45]}]"
s167,"[81, 101, 104]","[{""kind"": ""word"", ""ja"": ""美味しい"", ""reading"": ""おいしい"", ""en"": ""delicious"", ""kanji"": [""美"", ""味""], ""targets"": [101, 104]}, {""kind"": ""word"", ""ja"": ""魚"", ""reading"": ""さかな"", ""en"": ""fish"", ""kanji"": [""魚""], ""targets"": [81]}]"
s168,"[45, 101]","[{""kind"": ""word"", ""ja"": ""美しい"", ""reading"": ""うつくしい"", ""en"": ""beautiful"", ""kanji"": [""美""], ""targets"": [101]}, {""kind"": ""word"", ""ja"": ""山"", ""reading"": ""やま"", ""en"": ""mountain"", ""kanji"": [""山""], ""targets"": [45]}]"
s169,"[80, 101, 104]","[{""kind"": ""word"", ""ja"": ""この"", ""reading"": ""この"", ""en"": ""this"", ""kanji"": [], ""targets"": []}, {""kind"": ""word"", ""ja"": ""肉"", ""reading"": ""にく"", ""en"": ""meat"", ""kanji"": [""肉""], ""targets"": [80]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""美味しい"", ""reading"": ""おいしい"", ""en"": ""delicious"", ""kanji"": [""美"", ""味""], ""targets"": [101, 104]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s170,"[30, 101]","[{""kind"": ""word"", ""ja"": ""美人"", ""reading"": ""びじん"", ""en"": ""beautiful person"", ""kanji"": [""美"", ""人""], ""targets"": [101, 30]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""いる"", ""reading"": ""いる"", ""en"": ""there is"", ""kanji"": [], ""targets"": []}]"
s171,[102],"[{""kind"": ""word"", ""ja"": ""牛"", ""reading"": ""うし"", ""en"": ""cow"", ""kanji"": [""牛""], ""targets"": [102]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""いる"", ""reading"": ""いる"", ""en"": ""there is"", ""kanji"": [], ""targets"": []}]"
s172,"[62, 80, 102]","[{""kind"": ""word"", ""ja"": ""牛肉"", ""reading"": ""ぎゅうにく"", ""en"": ""beef"", ""kanji"": [""牛"", ""肉""], ""targets"": [102, 80]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買う"", ""reading"": ""かう"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s173,"[58, 102]","[{""kind"": ""word"", ""ja"": ""牛乳"", ""reading"": ""ぎゅうにゅう"", ""en"": ""milk"", ""kanji"": [""牛""], ""targets"": [102]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""飲む"", ""reading"": ""のむ"", ""en"": ""drink"", ""kanji"": [""飲""], ""targets"": [58]}]"
s174,"[69, 80, 102]","[{""kind"": ""word"", ""ja"": ""牛肉"", ""reading"": ""ぎゅうにく"", ""en"": ""beef"", ""kanji"": [""牛"", ""肉""], ""targets"": [102, 80]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""高い"", ""reading"": ""たかい"", ""en"": ""expensive"", ""kanji"": [""高""], ""targets"": [69]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s175,"[56, 103]","[{""kind"": ""word"", ""ja"": ""鳥"", ""reading"": ""とり"", ""en"": ""bird"", ""kanji"": [""鳥""], ""targets"": [103]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""見る"", ""reading"": ""みる"", ""en"": ""see"", ""kanji"": [""見""], ""targets"": [56]}]"
s176,"[57, 103, 106]","[{""kind"": ""word"", ""ja"": ""焼き鳥"", ""reading"": ""やきとり"", ""en"": ""grilled chicken"", ""kanji"": [""焼"", ""鳥""], ""targets"": [106, 103]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""食べる"", ""reading"": ""たべる"", ""en"": ""eat"", ""kanji"": [""食""], ""targets"": [57]}]"
s177,"[43, 103]","[{""kind"": ""word"", ""ja"": ""小鳥"", ""reading"": ""ことり"", ""en"": ""small bird"", ""kanji"": [""小"", ""鳥""], ""targets"": [43, 103]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""いる"", ""reading"": ""いる"", ""en"": ""there is"", ""kanji"": [], ""targets"": []}]"
s178,"[99, 103]","[{""kind"": ""word"", ""ja"": ""白い"", ""reading"": ""しろい"", ""en"": ""white"", ""kanji"": [""白""], ""targets"": [99]}, {""kind"": ""word"", ""ja"": ""鳥"", ""reading"": ""とり"", ""en"": ""bird"", ""kanji"": [""鳥""], ""targets"": [103]}]"
s179,"[78, 104]","[{""kind"": ""word"", ""ja"": ""味"", ""reading"": ""あじ"", ""en"": ""taste"", ""kanji"": [""味""], ""targets"": [104]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""好き"", ""reading"": ""すき"", ""en"": ""like"", ""kanji"": [""好""], ""targets"": [78]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s180,"[23, 104]","[{""kind"": ""word"", ""ja"": ""意味"", ""reading"": ""いみ"", ""en"": ""meaning"", ""kanji"": [""味""], ""targets"": [104]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""分かる"", ""reading"": ""わかる"", ""en"": ""understand"", ""kanji"": [""分""], ""targets"": [23]}]"
s181,"[56, 104]","[{""kind"": ""word"", ""ja"": ""味"", ""reading"": ""あじ"", ""en"": ""taste"", ""kanji"": [""味""], ""targets"": [104]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""見る"", ""reading"": ""みる"", ""en"": ""check"", ""kanji"": [""見""], ""targets"": [56]}]"
s182,"[82, 105]","[{""kind"": ""word"", ""ja"": ""甘い"", ""reading"": ""あまい"", ""en"": ""sweet"", ""kanji"": [""甘""], ""targets"": [105]}, {""kind"": ""word"", ""ja"": ""茶"", ""reading"": ""ちゃ"", ""en"": ""tea"", ""kanji"": [""茶""], ""targets"": [82]}]"
s183,"[87, 88, 105]","[{""kind"": ""word"", ""ja"": ""この"", ""reading"": ""この"", ""en"": ""this"", ""kanji"": [], ""targets"": []}, {""kind"": ""word"", ""ja"": ""果物"", ""reading"": ""くだもの"", ""en"": ""fruit"", ""kanji"": [""果"", ""物""], ""targets"": [87, 88]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""甘い"", ""reading"": ""あまい"", ""en"": ""sweet"", ""kanji"": [""甘""], ""targets"": [105]}]"
s184,"[78, 88, 105]","[{""kind"": ""word"", ""ja"": ""甘い"", ""reading"": ""あまい"", ""en"": ""sweet"", ""kanji"": [""甘""], ""targets"": [105]}, {""kind"": ""word"", ""ja"": ""物"", ""reading"": ""もの"", ""en"": ""things"", ""kanji"": [""物""], ""targets"": [88]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""好き"", ""reading"": ""すき"", ""en"": ""like"", ""kanji"": [""好""], ""targets"": [78]}]"
s185,"[81, 106]","[{""kind"": ""word"", ""ja"": ""魚"", ""reading"": ""さかな"", ""en"": ""fish"", ""kanji"": [""魚""], ""targets"": [81]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""焼く"", ""reading"": ""やく"", ""en"": ""grill"", ""kanji"": [""焼""], ""targets"": [106]}]"
s186,"[57, 80, 106]","[{""kind"": ""word"", ""ja"": ""焼肉"", ""reading"": ""やきにく"", ""en"": ""grilled meat"", ""kanji"": [""焼"", ""肉""], ""targets"": [106, 80]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""食べる"", ""reading"": ""たべる"", ""en"": ""eat"", ""kanji"": [""食""], ""targets"": [57]}]"
s187,"[80, 106]","[{""kind"": ""word"", ""ja"": ""肉"", ""reading"": ""にく"", ""en"": ""meat"", ""kanji"": [""肉""], ""targets"": [80]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""焼く"", ""reading"": ""やく"", ""en"": ""grill"", ""kanji"": [""焼""], ""targets"": [106]}]"
s188,"[57, 107]","[{""kind"": ""word"", ""ja"": ""豆"", ""reading"": ""まめ"", ""en"": ""bean"", ""kanji"": [""豆""], ""targets"": [107]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""食べる"", ""reading"": ""たべる"", ""en"": ""eat"", ""kanji"": [""食""], ""targets"": [57]}]"
s189,"[42, 62, 107]","[{""kind"": ""word"", ""ja"": ""大豆"", ""reading"": ""だいず"", ""en"": ""soybean"", ""kanji"": [""大"", ""豆""], ""targets"": [42, 107]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買う"", ""reading"": ""かう"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s190,"[78, 107]","[{""kind"": ""word"", ""ja"": ""豆"", ""reading"": ""まめ"", ""en"": ""bean"", ""kanji"": [""豆""], ""targets"": [107]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""好き"", ""reading"": ""すき"", ""en"": ""like"", ""kanji"": [""好""], ""targets"": [78]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s191,"[40, 108]","[{""kind"": ""word"", ""ja"": ""地下鉄"", ""reading"": ""ちかてつ"", ""en"": ""subway"", ""kanji"": [""下"", ""鉄""], ""targets"": [40, 108]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""乗る"", ""reading"": ""のる"", ""en"": ""ride"", ""kanji"": [], ""targets"": []}]"
s192,"[40, 54, 108]","[{""kind"": ""word"", ""ja"": ""地下鉄"", ""reading"": ""ちかてつ"", ""en"": ""subway"", ""kanji"": [""下"", ""鉄""], ""targets"": [40, 108]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s193,"[49, 108]","[{""kind"": ""word"", ""ja"": ""鉄道"", ""reading"": ""てつどう"", ""en"": ""railway"", ""kanji"": [""鉄"", ""道""], ""targets"": [108, 49]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""ある"", ""reading"": ""ある"", ""en"": ""is"", ""kanji"": [], ""targets"": []}]"
s194,[109],"[{""kind"": ""word"", ""ja"": ""船"", ""reading"": ""ふね"", ""en"": ""ship"", ""kanji"": [""船""], ""targets"": [109]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""乗る"", ""reading"": ""のる"", ""en"": ""board"", ""kanji"": [], ""targets"": []}]"
s195,"[54, 109]","[{""kind"": ""word"", ""ja"": ""船"", ""reading"": ""ふね"", ""en"": ""ship"", ""kanji"": [""船""], ""targets"": [109]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s196,"[42, 109]","[{""kind"": ""word"", ""ja"": ""大きい"", ""reading"": ""おおきい"", ""en"": ""big"", ""kanji"": [""大""], ""targets"": [42]}, {""kind"": ""word"", ""ja"": ""船"", ""reading"": ""ふね"", ""en"": ""ship"", ""kanji"": [""船""], ""targets"": [109]}]"
s197,"[54, 110, 111]","[{""kind"": ""word"", ""ja"": ""飛行機"", ""reading"": ""ひこうき"", ""en"": ""airplane"", ""kanji"": [""飛"", ""行"", ""機""], ""targets"": [110, 54, 111]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s198,"[103, 110]","[{""kind"": ""word"", ""ja"": ""鳥"", ""reading"": ""とり"", ""en"": ""bird"", ""kanji"": [""鳥""], ""targets"": [103]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""飛ぶ"", ""reading"": ""とぶ"", ""en"": ""fly"", ""kanji"": [""飛""], ""targets"": [110]}]"
s199,"[54, 56, 110, 111]","[{""kind"": ""word"", ""ja"": ""飛行機"", ""reading"": ""ひこうき"", ""en"": ""airplane"", ""kanji"": [""飛"", ""行"", ""機""], ""targets"": [110, 54, 111]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""見る"", ""reading"": ""みる"", ""en"": ""see"", ""kanji"": [""見""], ""targets"": [56]}]"
s200,"[54, 69, 110, 111]","[{""kind"": ""word"", ""ja"": ""飛行機"", ""reading"": ""ひこうき"", ""en"": ""airplane"", ""kanji"": [""飛"", ""行"", ""機""], ""targets"": [110, 54, 111]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""高い"", ""reading"": ""たかい"", ""en"": ""expensive"", ""kanji"": [""高""], ""targets"": [69]}]"
s201,"[56, 111]","[{""kind"": ""word"", ""ja"": ""機械"", ""reading"": ""きかい"", ""en"": ""machine"", ""kanji"": [""機""], ""targets"": [111]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""見る"", ""reading"": ""みる"", ""en"": ""look"", ""kanji"": [""見""], ""targets"": [56]}]"
s202,"[56, 112]","[{""kind"": ""word"", ""ja"": ""橋"", ""reading"": ""はし"", ""en"": ""bridge"", ""kanji"": [""橋""], ""targets"": [112]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""見る"", ""reading"": ""みる"", ""en"": ""see"", ""kanji"": [""見""], ""targets"": [56]}]"
s203,"[39, 112]","[{""kind"": ""word"", ""ja"": ""橋"", ""reading"": ""はし"", ""en"": ""bridge"", ""kanji"": [""橋""], ""targets"": [112]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""上"", ""reading"": ""うえ"", ""en"": ""on"", ""kanji"": [""上""], ""targets"": [39]}]"
s204,"[77, 112]","[{""kind"": ""word"", ""ja"": ""長い"", ""reading"": ""ながい"", ""en"": ""long"", ""kanji"": [""長""], ""targets"": [77]}, {""kind"": ""word"", ""ja"": ""橋"", ""reading"": ""はし"", ""en"": ""bridge"", ""kanji"": [""橋""], ""targets"": [112]}]"
s205,"[62, 113]","[{""kind"": ""word"", ""ja"": ""切符"", ""reading"": ""きっぷ"", ""en"": ""ticket"", ""kanji"": [""切""], ""targets"": [113]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買う"", ""reading"": ""かう"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s206,"[62, 100, 113]","[{""kind"": ""word"", ""ja"": ""切手"", ""reading"": ""きって"", ""en"": ""stamp"", ""kanji"": [""切"", ""手""], ""targets"": [113, 100]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買う"", ""reading"": ""かう"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s207,[113],"[{""kind"": ""word"", ""ja"": ""紙"", ""reading"": ""かみ"", ""en"": ""paper"", ""kanji"": [], ""targets"": []}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""切る"", ""reading"": ""きる"", ""en"": ""cut"", ""kanji"": [""切""], ""targets"": [113]}]"
s208,"[54, 114]","[{""kind"": ""word"", ""ja"": ""市"", ""reading"": ""し"", ""en"": ""city"", ""kanji"": [""市""], ""targets"": [114]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s209,"[62, 114, 117]","[{""kind"": ""word"", ""ja"": ""市場"", ""reading"": ""いちば"", ""en"": ""market"", ""kanji"": [""市"", ""場""], ""targets"": [114, 117]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""買う"", ""reading"": ""かう"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s210,"[42, 114]","[{""kind"": ""word"", ""ja"": ""大きい"", ""reading"": ""おおきい"", ""en"": ""big"", ""kanji"": [""大""], ""targets"": [42]}, {""kind"": ""word"", ""ja"": ""市"", ""reading"": ""し"", ""en"": ""city"", ""kanji"": [""市""], ""targets"": [114]}]"
s211,"[54, 115, 116]","[{""kind"": ""word"", ""ja"": ""公園"", ""reading"": ""こうえん"", ""en"": ""park"", ""kanji"": [""公"", ""園""], ""targets"": [115, 116]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
